country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,fetched_at
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",30-11-2025 12:00:00,14.465052,78.824187,NH3,5.0,5.0,5.0,2025-11-30 07:23:59.129340
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",30-11-2025 12:00:00,14.465052,78.824187,OZONE,21.0,23.0,22.0,2025-11-30 07:23:59.129340
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",30-11-2025 12:00:00,16.9872867,81.7363176,NO2,14.0,44.0,25.0,2025-11-30 07:23:59.129340
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",30-11-2025 12:00:00,16.9872867,81.7363176,SO2,4.0,23.0,10.0,2025-11-30 07:23:59.129340
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",30-11-2025 12:00:00,13.67,79.35,NO2,11.0,17.0,13.0,2025-11-30 07:23:59.129340
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",30-11-2025 12:00:00,13.615387,79.40923,PM2.5,,,,2025-11-30 07:23:59.129340
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",30-11-2025 12:00:00,13.615387,79.40923,PM10,,,,2025-11-30 07:23:59.129340
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",30-11-2025 12:00:00,13.615387,79.40923,NO2,,,,2025-11-30 07:23:59.129340
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",30-11-2025 12:00:00,13.615387,79.40923,NH3,,,,2025-11-30 07:23:59.129340
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",30-11-2025 12:00:00,13.615387,79.40923,SO2,,,,2025-11-30 07:23:59.129340
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",30-11-2025 12:00:00,17.72,83.3,NH3,3.0,3.0,3.0,2025-11-30 07:23:59.129340
