country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,fetched_at
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",29-11-2025 20:00:00,14.675886,77.593027,PM10,25.0,98.0,72.0,2025-11-29 15:25:33.297357
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",29-11-2025 20:00:00,14.675886,77.593027,CO,22.0,44.0,35.0,2025-11-29 15:25:33.297357
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",29-11-2025 20:00:00,14.675886,77.593027,OZONE,25.0,69.0,57.0,2025-11-29 15:25:33.297357
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",29-11-2025 20:00:00,13.20488,79.097889,CO,12.0,38.0,26.0,2025-11-29 15:25:33.297357
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",29-11-2025 20:00:00,16.5150833,80.5181667,PM10,47.0,219.0,111.0,2025-11-29 15:25:33.297357
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",29-11-2025 20:00:00,16.5150833,80.5181667,NH3,1.0,5.0,4.0,2025-11-29 15:25:33.297357
India,Andaman and Nicobar,Sri Vijaya Puram,"Police Line, Sri Vijaya Puram - ANPCC",29-11-2025 20:00:00,11.654054,92.734055,PM2.5,,,,2025-11-29 15:25:33.297357
India,Andaman and Nicobar,Sri Vijaya Puram,"Police Line, Sri Vijaya Puram - ANPCC",29-11-2025 20:00:00,11.654054,92.734055,SO2,,,,2025-11-29 15:25:33.297357
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",29-11-2025 20:00:00,13.615387,79.40923,PM10,,,,2025-11-29 15:25:33.297357
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",29-11-2025 20:00:00,13.615387,79.40923,NH3,,,,2025-11-29 15:25:33.297357
